word,length,difficulty
combinations,12,Hard
combine,7,Medium
combined,8,Medium
combines,8,Medium
combining,9,Hard
combo,5,Easy
comedy,6,Medium
comes,5,Easy
comfort,7,Medium
comfortable,11,Hard
comic,5,Easy
comics,6,Medium
coming,6,Medium
command,7,Medium
commander,9,Hard
commands,8,Medium
comment,7,Medium
commentary,10,Hard
commented,9,Hard
comments,8,Medium
commerce,8,Medium
commercial,10,Hard
commission,10,Hard
commissioner,12,Hard
commissioners,13,Hard
commissions,11,Hard
commit,6,Medium
commitment,10,Hard
commitments,11,Hard
committed,9,Hard
committee,9,Hard
committees,10,Hard
commodities,11,Hard
commodity,9,Hard
common,6,Medium
commonly,8,Medium
commons,7,Medium
commonwealth,12,Hard
communicate,11,Hard
communication,13,Hard
communications,14,Hard
communist,9,Hard
communities,11,Hard
community,9,Hard
compact,7,Medium
companies,9,Hard
companion,9,Hard
company,7,Medium
compaq,6,Medium
comparable,10,Hard
comparative,11,Hard
compare,7,Medium
compared,8,Medium
comparing,9,Hard
comparison,10,Hard
comparisons,11,Hard
compatibility,13,Hard
compatible,10,Hard
compensation,12,Hard
compete,7,Medium
competent,9,Hard
competing,9,Hard
competition,11,Hard
competitions,12,Hard
competitive,11,Hard
competitors,11,Hard
compilation,11,Hard
compile,7,Medium
compiled,8,Medium
compiler,8,Medium
complaint,9,Hard
complaints,10,Hard
complement,10,Hard
complete,8,Medium
completed,9,Hard
completely,10,Hard
completing,10,Hard
completion,10,Hard
complex,7,Medium
complexity,10,Hard
compliance,10,Hard
compliant,9,Hard
complicated,11,Hard
complications,13,Hard
complimentary,13,Hard
comply,6,Medium
component,9,Hard
components,10,Hard
composed,8,Medium
composer,8,Medium
composite,9,Hard
composition,11,Hard
compound,8,Medium
compounds,9,Hard
comprehensive,13,Hard
compressed,10,Hard
compression,11,Hard
compromise,10,Hard
computation,11,Hard
computational,13,Hard
compute,7,Medium
computed,8,Medium
computer,8,Medium
computers,9,Hard
computing,9,Hard
concentrate,11,Hard
concentration,13,Hard
concentrations,14,Hard
concept,7,Medium
concepts,8,Medium
conceptual,10,Hard
concern,7,Medium
concerned,9,Hard
concerning,10,Hard
concerns,8,Medium
concert,7,Medium
concerts,8,Medium
conclude,8,Medium
concluded,9,Hard
conclusion,10,Hard
conclusions,11,Hard
concord,7,Medium
concrete,8,Medium
condition,9,Hard
conditional,11,Hard
conditioning,12,Hard
conditions,10,Hard
condo,5,Easy
condos,6,Medium
conduct,7,Medium
conducted,9,Hard
conducting,10,Hard
conference,10,Hard
conferences,11,Hard
conferencing,12,Hard
confidence,10,Hard
confident,9,Hard
confidential,12,Hard
confidentiality,15,Hard
config,6,Medium
configuration,13,Hard
configure,9,Hard
configured,10,Hard
configuring,11,Hard
confirm,7,Medium
confirmation,12,Hard
confirmed,9,Hard
conflict,8,Medium
conflicts,9,Hard
confused,8,Medium
confusion,9,Hard
congo,5,Easy
congratulations,15,Hard
congress,8,Medium
congressional,13,Hard
conjunction,11,Hard
connect,7,Medium
connected,9,Hard
connecticut,11,Hard
connecting,10,Hard
connection,10,Hard
connections,11,Hard
connectivity,12,Hard
connector,9,Hard
connectors,10,Hard
conscious,9,Hard
consciousness,13,Hard
consecutive,11,Hard
consensus,9,Hard
consent,7,Medium
consequence,11,Hard
consequences,12,Hard
consequently,12,Hard
conservation,12,Hard
conservative,12,Hard
consider,8,Medium
considerable,12,Hard
consideration,13,Hard
considerations,14,Hard
considered,10,Hard
considering,11,Hard
considers,9,Hard
consist,7,Medium
consistency,11,Hard
consistent,10,Hard
consistently,12,Hard
consisting,10,Hard
consists,8,Medium
console,7,Medium
consoles,8,Medium
consolidated,12,Hard
consolidation,13,Hard
consortium,10,Hard
conspiracy,10,Hard
const,5,Easy
constant,8,Medium
constantly,10,Hard
constitute,10,Hard
constitutes,11,Hard
constitution,12,Hard
constitutional,14,Hard
constraint,10,Hard
constraints,11,Hard
construct,9,Hard
constructed,11,Hard
construction,12,Hard
consult,7,Medium
consultancy,11,Hard
consultant,10,Hard
consultants,11,Hard
consultation,12,Hard
consulting,10,Hard
consumer,8,Medium
consumers,9,Hard
consumption,11,Hard
contact,7,Medium
contacted,9,Hard
contacting,10,Hard
contacts,8,Medium
contain,7,Medium
contained,9,Hard
container,9,Hard
containers,10,Hard
containing,10,Hard
contains,8,Medium
contamination,13,Hard
contemporary,12,Hard
content,7,Medium
contents,8,Medium
contest,7,Medium
contests,8,Medium
context,7,Medium
continent,9,Hard
continental,11,Hard
continually,11,Hard
continue,8,Medium
continued,9,Hard
continues,9,Hard
continuing,10,Hard
continuity,10,Hard
continuous,10,Hard
continuously,12,Hard
contract,8,Medium
contracting,11,Hard
contractor,10,Hard
contractors,11,Hard
contracts,9,Hard
contrary,8,Medium
contrast,8,Medium
contribute,10,Hard
contributed,11,Hard
contributing,12,Hard
contribution,12,Hard
contributions,13,Hard
contributor,11,Hard
contributors,12,Hard
control,7,Medium
controlled,10,Hard
controller,10,Hard
controllers,11,Hard
controlling,11,Hard
controls,8,Medium
controversial,13,Hard
controversy,11,Hard
convenience,11,Hard
convenient,10,Hard
convention,10,Hard
conventional,12,Hard
conventions,11,Hard
convergence,11,Hard
conversation,12,Hard
conversations,13,Hard
conversion,10,Hard
convert,7,Medium
converted,9,Hard
converter,9,Hard
convertible,11,Hard
convicted,9,Hard
conviction,10,Hard
convinced,9,Hard
cookbook,8,Medium
cooked,6,Medium
cookie,6,Medium
cookies,7,Medium
cooking,7,Medium
cooler,6,Medium
cooling,7,Medium
cooper,6,Medium
cooperation,11,Hard
cooperative,11,Hard
coordinate,10,Hard
coordinated,11,Hard
coordinates,11,Hard
coordination,12,Hard
coordinator,11,Hard
copied,6,Medium
copies,6,Medium
copper,6,Medium
copying,7,Medium
copyright,9,Hard
copyrighted,11,Hard
copyrights,10,Hard
coral,5,Easy
cordless,8,Medium
cornell,7,Medium
corner,6,Medium
corners,7,Medium
cornwall,8,Medium
corporate,9,Hard
corporation,11,Hard
corporations,12,Hard
corps,5,Easy
corpus,6,Medium
correct,7,Medium
corrected,9,Hard
correction,10,Hard
corrections,11,Hard
correctly,9,Hard
correlation,11,Hard
correspondence,14,Hard
corresponding,13,Hard
corruption,10,Hard
cosmetic,8,Medium
cosmetics,9,Hard
costa,5,Easy
costs,5,Easy
costume,7,Medium
costumes,8,Medium
cottage,7,Medium
cottages,8,Medium
cotton,6,Medium
could,5,Easy
council,7,Medium
councils,8,Medium
counsel,7,Medium
counseling,10,Hard
count,5,Easy
counted,7,Medium
counter,7,Medium
counters,8,Medium
counties,8,Medium
counting,8,Medium
countries,9,Hard
country,7,Medium
counts,6,Medium
county,6,Medium
couple,6,Medium
coupled,7,Medium
couples,7,Medium
coupon,6,Medium
coupons,7,Medium
courage,7,Medium
courier,7,Medium
course,6,Medium
courses,7,Medium
court,5,Easy
courtesy,8,Medium
courts,6,Medium
cover,5,Easy
coverage,8,Medium
covered,7,Medium
covering,8,Medium
covers,6,Medium
cowboy,6,Medium
crack,5,Easy
cradle,6,Medium
craft,5,Easy
crafts,6,Medium
craig,5,Easy
craps,5,Easy
crash,5,Easy
crawford,8,Medium
crazy,5,Easy
cream,5,Easy
create,6,Medium
created,7,Medium
creates,7,Medium
creating,8,Medium
creation,8,Medium
creations,9,Hard
creative,8,Medium
creativity,10,Hard
creator,7,Medium
creature,8,Medium
creatures,9,Hard
credit,6,Medium
credits,7,Medium
creek,5,Easy
crest,5,Easy
cricket,7,Medium
crime,5,Easy
crimes,6,Medium
criminal,8,Medium
crisis,6,Medium
criteria,8,Medium
criterion,9,Hard
critical,8,Medium
criticism,9,Hard
critics,7,Medium
croatia,7,Medium
crops,5,Easy
cross,5,Easy
crossing,8,Medium
crossword,9,Hard
crowd,5,Easy
crown,5,Easy
crucial,7,Medium
crude,5,Easy
cruise,6,Medium
cruises,7,Medium
crystal,7,Medium
cubic,5,Easy
cuisine,7,Medium
cultural,8,Medium
culture,7,Medium
cultures,8,Medium
cumshot,7,Medium
cumshots,8,Medium
cumulative,10,Hard
curious,7,Medium
currencies,10,Hard
currency,8,Medium
current,7,Medium
currently,9,Hard
curriculum,10,Hard
cursor,6,Medium
curtis,6,Medium
curve,5,Easy
curves,6,Medium
custody,7,Medium
custom,6,Medium
customer,8,Medium
customers,9,Hard
customise,9,Hard
customize,9,Hard
customized,10,Hard
customs,7,Medium
cutting,7,Medium
cyber,5,Easy
cycle,5,Easy
cycles,6,Medium
cycling,7,Medium
cylinder,8,Medium
cyprus,6,Medium
czech,5,Easy
daddy,5,Easy
daily,5,Easy
dairy,5,Easy
daisy,5,Easy
dakota,6,Medium
dallas,6,Medium
damage,6,Medium
damaged,7,Medium
damages,7,Medium
dance,5,Easy
dancing,7,Medium
danger,6,Medium
dangerous,9,Hard
daniel,6,Medium
danish,6,Medium
danny,5,Easy
darkness,8,Medium
darwin,6,Medium
database,8,Medium
databases,9,Hard
dated,5,Easy
dates,5,Easy
dating,6,Medium
daughter,8,Medium
daughters,9,Hard
david,5,Easy
davidson,8,Medium
davis,5,Easy
dayton,6,Medium
deadline,8,Medium
deadly,6,Medium
dealer,6,Medium
dealers,7,Medium
dealing,7,Medium
deals,5,Easy
dealt,5,Easy
dealtime,8,Medium
death,5,Easy
deaths,6,Medium
debate,6,Medium
debian,6,Medium
deborah,7,Medium
debug,5,Easy
debut,5,Easy
decade,6,Medium
decades,7,Medium
december,8,Medium
decent,6,Medium
decide,6,Medium
decided,7,Medium
decimal,7,Medium
decision,8,Medium
decisions,9,Hard
declaration,11,Hard
declare,7,Medium
declared,8,Medium
decline,7,Medium
declined,8,Medium
decor,5,Easy
decorating,10,Hard
decorative,10,Hard
decrease,8,Medium
decreased,9,Hard
dedicated,9,Hard
deemed,6,Medium
deeper,6,Medium
deeply,6,Medium
default,7,Medium
defeat,6,Medium
defects,7,Medium
defence,7,Medium
defend,6,Medium
defendant,9,Hard
defense,7,Medium
defensive,9,Hard
deferred,8,Medium
deficit,7,Medium
define,6,Medium
defined,7,Medium
defines,7,Medium
defining,8,Medium
definitely,10,Hard
definition,10,Hard
definitions,11,Hard
degree,6,Medium
degrees,7,Medium
delaware,8,Medium
delay,5,Easy
delayed,7,Medium
delays,6,Medium
delegation,10,Hard
delete,6,Medium
deleted,7,Medium
delhi,5,Easy
delicious,9,Hard
delight,7,Medium
deliver,7,Medium
delivered,9,Hard
delivering,10,Hard
delivers,8,Medium
delivery,8,Medium
delta,5,Easy
deluxe,6,Medium
demand,6,Medium
demanding,9,Hard
demands,7,Medium
democracy,9,Hard
democrat,8,Medium
democratic,10,Hard
democrats,9,Hard
demographic,11,Hard
demonstrate,11,Hard
demonstrated,12,Hard
demonstrates,12,Hard
demonstration,13,Hard
denial,6,Medium
denied,6,Medium
denmark,7,Medium
dennis,6,Medium
dense,5,Easy
density,7,Medium
dental,6,Medium
dentists,8,Medium
denver,6,Medium
department,10,Hard
departmental,12,Hard
departments,11,Hard
departure,9,Hard
depend,6,Medium
dependence,10,Hard
dependent,9,Hard
depending,9,Hard
depends,7,Medium
deployment,10,Hard
deposit,7,Medium
deposits,8,Medium
depot,5,Easy
depression,10,Hard
depth,5,Easy
deputy,6,Medium
derby,5,Easy
derek,5,Easy
derived,7,Medium
descending,10,Hard
describe,8,Medium
described,9,Hard
describes,9,Hard
describing,10,Hard
description,11,Hard
descriptions,12,Hard
desert,6,Medium
deserve,7,Medium
design,6,Medium
designated,10,Hard
designation,11,Hard
designed,8,Medium
designer,8,Medium
designers,9,Hard
designing,9,Hard
designs,7,Medium
desirable,9,Hard
desire,6,Medium
desired,7,Medium
desktop,7,Medium
desktops,8,Medium
desperate,9,Hard
despite,7,Medium
destination,11,Hard
destinations,12,Hard
destiny,7,Medium
destroy,7,Medium
destroyed,9,Hard
destruction,11,Hard
detail,6,Medium
detailed,8,Medium
details,7,Medium
detect,6,Medium
detected,8,Medium
detection,9,Hard
detective,9,Hard
detector,8,Medium
determination,13,Hard
determine,9,Hard
determined,10,Hard
determines,10,Hard
determining,11,Hard
detroit,7,Medium
deutsch,7,Medium
deutsche,8,Medium
deutschland,11,Hard
devel,5,Easy
develop,7,Medium
developed,9,Hard
developer,9,Hard
developers,10,Hard
developing,10,Hard
development,11,Hard
developmental,13,Hard
developments,12,Hard
develops,8,Medium
deviant,7,Medium
deviation,9,Hard
device,6,Medium
devices,7,Medium
devil,5,Easy
devon,5,Easy
devoted,7,Medium
diabetes,8,Medium
diagnosis,9,Hard
diagnostic,10,Hard
diagram,7,Medium
dialog,6,Medium
dialogue,8,Medium
diameter,8,Medium
diamond,7,Medium
diamonds,8,Medium
diana,5,Easy
diane,5,Easy
diary,5,Easy
dicke,5,Easy
dicks,5,Easy
dictionaries,12,Hard
dictionary,10,Hard
diego,5,Easy
diesel,6,Medium
dietary,7,Medium
differ,6,Medium
difference,10,Hard
differences,11,Hard
different,9,Hard
differential,12,Hard
differently,11,Hard
difficult,9,Hard
difficulties,12,Hard
difficulty,10,Hard
diffs,5,Easy
digest,6,Medium
digit,5,Easy
digital,7,Medium
dildo,5,Easy
dildos,6,Medium
dimension,9,Hard
dimensional,11,Hard
dimensions,10,Hard
dining,6,Medium
dinner,6,Medium
diploma,7,Medium
direct,6,Medium
directed,8,Medium
direction,9,Hard
directions,10,Hard
directive,9,Hard
directly,8,Medium
director,8,Medium
directories,11,Hard
directors,9,Hard
directory,9,Hard
dirty,5,Easy
disabilities,12,Hard
disability,10,Hard
disable,7,Medium
disabled,8,Medium
disagree,8,Medium
disappointed,12,Hard
disaster,8,Medium
discharge,9,Hard
disciplinary,12,Hard
discipline,10,Hard
disciplines,11,Hard
disclaimer,10,Hard
disclaimers,11,Hard
disclose,8,Medium
disclosure,10,Hard
disco,5,Easy
discount,8,Medium
discounted,10,Hard
discounts,9,Hard
discover,8,Medium
discovered,10,Hard
discovery,9,Hard
discrete,8,Medium
discretion,10,Hard
discrimination,14,Hard
discs,5,Easy
discuss,7,Medium
discussed,9,Hard
discusses,9,Hard
discussing,10,Hard
discussion,10,Hard
discussions,11,Hard
disease,7,Medium
diseases,8,Medium
dishes,6,Medium
disks,5,Easy
disney,6,Medium
disorder,8,Medium
disorders,9,Hard
dispatch,8,Medium
dispatched,10,Hard
display,7,Medium
displayed,9,Hard
displaying,10,Hard
displays,8,Medium
disposal,8,Medium
disposition,11,Hard
dispute,7,Medium
disputes,8,Medium
distance,8,Medium
distances,9,Hard
distant,7,Medium
distinct,8,Medium
distinction,11,Hard
distinguished,13,Hard
distribute,10,Hard
distributed,11,Hard
distribution,12,Hard
distributions,13,Hard
distributor,11,Hard
distributors,12,Hard
district,8,Medium
districts,9,Hard
disturbed,9,Hard
diverse,7,Medium
diversity,9,Hard
divide,6,Medium
divided,7,Medium
dividend,8,Medium
divine,6,Medium
diving,6,Medium
division,8,Medium
divisions,9,Hard
divorce,7,Medium
doctor,6,Medium
doctors,7,Medium
doctrine,8,Medium
document,8,Medium
documentary,11,Hard
documentation,13,Hard
documentcreatetextnode,22,Hard
documented,10,Hard
documents,9,Hard
dodge,5,Easy
doing,5,Easy
dollar,6,Medium
dollars,7,Medium
dolls,5,Easy
domain,6,Medium
domains,7,Medium
domestic,8,Medium
dominant,8,Medium
dominican,9,Hard
donald,6,Medium
donate,6,Medium
donated,7,Medium
donation,8,Medium
donations,9,Hard
donna,5,Easy
donor,5,Easy
donors,6,Medium
doors,5,Easy
dosage,6,Medium
double,6,Medium
doubt,5,Easy
douglas,7,Medium
dover,5,Easy
download,8,Medium
downloadable,12,Hard
downloadcom,11,Hard
downloaded,10,Hard
downloading,11,Hard
downloads,9,Hard
downtown,8,Medium
dozen,5,Easy
dozens,6,Medium
draft,5,Easy
dragon,6,Medium
drain,5,Easy
drainage,8,Medium
drama,5,Easy
dramatic,8,Medium
dramatically,12,Hard
drawing,7,Medium
drawings,8,Medium
drawn,5,Easy
draws,5,Easy
dream,5,Easy
dreams,6,Medium
dress,5,Easy
dressed,7,Medium
dresses,7,Medium
dressing,8,Medium
dried,5,Easy
drill,5,Easy
drilling,8,Medium
drink,5,Easy
drinking,8,Medium
drinks,6,Medium
drive,5,Easy
driven,6,Medium
driver,6,Medium
drivers,7,Medium
drives,6,Medium
driving,7,Medium
dropped,7,Medium
drops,5,Easy
drove,5,Easy
drugs,5,Easy
drums,5,Easy
drunk,5,Easy
dryer,5,Easy
dubai,5,Easy
dublin,6,Medium
duncan,6,Medium
duplicate,9,Hard
durable,7,Medium
duration,8,Medium
durham,6,Medium
during,6,Medium
dutch,5,Easy
duties,6,Medium
dying,5,Easy
dylan,5,Easy
dynamic,7,Medium
dynamics,8,Medium
eagle,5,Easy
eagles,6,Medium
earlier,7,Medium
earliest,8,Medium
early,5,Easy
earned,6,Medium
earning,7,Medium
earnings,8,Medium
earrings,8,Medium
earth,5,Easy
earthquake,10,Hard
easier,6,Medium
easily,6,Medium
easter,6,Medium
eastern,7,Medium
eating,6,Medium
ebony,5,Easy
ebook,5,Easy
ebooks,6,Medium
eclipse,7,Medium
ecological,10,Hard
ecology,7,Medium
ecommerce,9,Hard
economic,8,Medium
economics,9,Hard
economies,9,Hard
economy,7,Medium
ecuador,7,Medium
eddie,5,Easy
edgar,5,Easy
edges,5,Easy
edinburgh,9,Hard
edited,6,Medium
editing,7,Medium
edition,7,Medium
editions,8,Medium
editor,6,Medium
editorial,9,Hard
editorials,10,Hard
editors,7,Medium
edmonton,8,Medium
educated,8,Medium
education,9,Hard
educational,11,Hard
educators,9,Hard
edward,6,Medium
edwards,7,Medium
effect,6,Medium
effective,9,Hard
effectively,11,Hard
effectiveness,13,Hard
effects,7,Medium
efficiency,10,Hard
efficient,9,Hard
efficiently,11,Hard
effort,6,Medium
efforts,7,Medium
egypt,5,Easy
egyptian,8,Medium
eight,5,Easy
either,6,Medium
ejaculation,11,Hard
elder,5,Easy
elderly,7,Medium
elect,5,Easy
elected,7,Medium
election,8,Medium
elections,9,Hard
electoral,9,Hard
electric,8,Medium
electrical,10,Hard
electricity,11,Hard
electro,7,Medium
electron,8,Medium
electronic,10,Hard
electronics,11,Hard
elegant,7,Medium
element,7,Medium
elementary,10,Hard
elements,8,Medium
elephant,8,Medium
elevation,9,Hard
eleven,6,Medium
eligibility,11,Hard
eligible,8,Medium
eliminate,9,Hard
elimination,11,Hard
elite,5,Easy
elizabeth,9,Hard
ellen,5,Easy
elliott,7,Medium
ellis,5,Easy
elsewhere,9,Hard
elvis,5,Easy
emacs,5,Easy
email,5,Easy
emails,6,Medium
embassy,7,Medium
embedded,8,Medium
emerald,7,Medium
emergency,9,Hard
emerging,8,Medium
emily,5,Easy
eminem,6,Medium
emirates,8,Medium
emission,8,Medium
emissions,9,Hard
emotional,9,Hard
emotions,8,Medium
emperor,7,Medium
emphasis,8,Medium
empire,6,Medium
empirical,9,Hard
employ,6,Medium
employed,8,Medium
employee,8,Medium
employees,9,Hard
employer,8,Medium
employers,9,Hard
employment,10,Hard
empty,5,Easy
enable,6,Medium
enabled,7,Medium
enables,7,Medium
enabling,8,Medium
enclosed,8,Medium
enclosure,9,Hard
encoding,8,Medium
encounter,9,Hard
encountered,11,Hard
encourage,9,Hard
encouraged,10,Hard
encourages,10,Hard
encouraging,11,Hard
encryption,10,Hard
encyclopedia,12,Hard
endangered,10,Hard
ended,5,Easy
endif,5,Easy
ending,6,Medium
endless,7,Medium
endorsed,8,Medium
endorsement,11,Hard
enemies,7,Medium
enemy,5,Easy
energy,6,Medium
enforcement,11,Hard
engage,6,Medium
engaged,7,Medium
engagement,10,Hard
engaging,8,Medium
engine,6,Medium
engineer,8,Medium
engineering,11,Hard
engineers,9,Hard
engines,7,Medium
england,7,Medium
english,7,Medium
enhance,7,Medium
enhanced,8,Medium
enhancement,11,Hard
enhancements,12,Hard
enhancing,9,Hard
enjoy,5,Easy
enjoyed,7,Medium
enjoying,8,Medium
enlarge,7,Medium
enlargement,11,Hard
enormous,8,Medium
enough,6,Medium
enquiries,9,Hard
enquiry,7,Medium
enrolled,8,Medium
enrollment,10,Hard
ensemble,8,Medium
ensure,6,Medium
ensures,7,Medium
ensuring,8,Medium
enter,5,Easy
entered,7,Medium
entering,8,Medium
enterprise,10,Hard
enterprises,11,Hard
enters,6,Medium
entertaining,12,Hard
entertainment,13,Hard
entire,6,Medium
entirely,8,Medium
entities,8,Medium
entitled,8,Medium
entity,6,Medium
entrance,8,Medium
entrepreneur,12,Hard
entrepreneurs,13,Hard
entries,7,Medium
entry,5,Easy
envelope,8,Medium
environment,11,Hard
environmental,13,Hard
environments,12,Hard
enzyme,6,Medium
epinions,8,Medium
epinionscom,11,Hard
episode,7,Medium
episodes,8,Medium
epson,5,Easy
equal,5,Easy
equality,8,Medium
equally,7,Medium
equation,8,Medium
equations,9,Hard
equilibrium,11,Hard
equipment,9,Hard
equipped,8,Medium
equity,6,Medium
equivalent,10,Hard
ericsson,8,Medium
erotic,6,Medium
erotica,7,Medium
error,5,Easy
errors,6,Medium
escape,6,Medium
escort,6,Medium
escorts,7,Medium
especially,10,Hard
essay,5,Easy
essays,6,Medium
essence,7,Medium
essential,9,Hard
essentially,11,Hard
essentials,10,Hard
essex,5,Easy
establish,9,Hard
established,11,Hard
establishing,12,Hard
establishment,13,Hard
estate,6,Medium
estates,7,Medium
estimate,8,Medium
estimated,9,Hard
estimates,9,Hard
estimation,10,Hard
estonia,7,Medium
eternal,7,Medium
ethernet,8,Medium
ethical,7,Medium
ethics,6,Medium
ethiopia,8,Medium
ethnic,6,Medium
eugene,6,Medium
europe,6,Medium
european,8,Medium
euros,5,Easy
evaluate,8,Medium
evaluated,9,Hard
evaluating,10,Hard
evaluation,10,Hard
evaluations,11,Hard
evanescence,11,Hard
evans,5,Easy
evening,7,Medium
event,5,Easy
events,6,Medium
eventually,10,Hard
every,5,Easy
everybody,9,Hard
everyday,8,Medium
everyone,8,Medium
everything,10,Hard
everywhere,10,Hard
evidence,8,Medium
evident,7,Medium
evolution,9,Hard
exact,5,Easy
exactly,7,Medium
examination,11,Hard
examinations,12,Hard
examine,7,Medium
examined,8,Medium
examines,8,Medium
examining,9,Hard
example,7,Medium
examples,8,Medium
exams,5,Easy
exceed,6,Medium
excel,5,Easy
excellence,10,Hard
excellent,9,Hard
except,6,Medium
exception,9,Hard
exceptional,11,Hard
exceptions,10,Hard
excerpt,7,Medium
excess,6,Medium
excessive,9,Hard
exchange,8,Medium
exchanges,9,Hard
excited,7,Medium
excitement,10,Hard
exciting,8,Medium
exclude,7,Medium
excluded,8,Medium
excluding,9,Hard
exclusion,9,Hard
exclusive,9,Hard
exclusively,11,Hard
excuse,6,Medium
execute,7,Medium
executed,8,Medium
execution,9,Hard
executive,9,Hard
executives,10,Hard
exempt,6,Medium
exemption,9,Hard
exercise,8,Medium
exercises,9,Hard
exhaust,7,Medium
exhibit,7,Medium
exhibition,10,Hard
exhibitions,11,Hard
exhibits,8,Medium
exist,5,Easy
existed,7,Medium
existence,9,Hard
existing,8,Medium
exists,6,Medium
exotic,6,Medium
expand,6,Medium
expanded,8,Medium
expanding,9,Hard
expansion,9,Hard
expansys,8,Medium
expect,6,Medium
expectations,12,Hard
expected,8,Medium
expects,7,Medium
expedia,7,Medium
expenditure,11,Hard
expenditures,12,Hard
expense,7,Medium
expenses,8,Medium
expensive,9,Hard
experience,10,Hard
experienced,11,Hard
experiences,11,Hard
experiencing,12,Hard
experiment,10,Hard
experimental,12,Hard
experiments,11,Hard
expert,6,Medium
expertise,9,Hard
experts,7,Medium
expiration,10,Hard
expired,7,Medium
expires,7,Medium
explain,7,Medium
explained,9,Hard
explaining,10,Hard
explains,8,Medium
explanation,11,Hard
explicit,8,Medium
explicitly,10,Hard
exploration,11,Hard
explore,7,Medium
explorer,8,Medium
exploring,9,Hard
explosion,9,Hard
export,6,Medium
exports,7,Medium
exposed,7,Medium
exposure,8,Medium
express,7,Medium
expressed,9,Hard
expression,10,Hard
expressions,11,Hard
extend,6,Medium
extended,8,Medium
extending,9,Hard
extends,7,Medium
extension,9,Hard
extensions,10,Hard
extensive,9,Hard
extent,6,Medium
exterior,8,Medium
external,8,Medium
extra,5,Easy
extract,7,Medium
extraction,10,Hard
extraordinary,13,Hard
extras,6,Medium
extreme,7,Medium
extremely,9,Hard
fabric,6,Medium
fabrics,7,Medium
fabulous,8,Medium
faced,5,Easy
faces,5,Easy
facial,6,Medium
facilitate,10,Hard
facilities,10,Hard
facility,8,Medium
facing,6,Medium
factor,6,Medium
factors,7,Medium
factory,7,Medium
facts,5,Easy
faculty,7,Medium
failed,6,Medium
failing,7,Medium
fails,5,Easy
failure,7,Medium
failures,8,Medium
fairfield,9,Hard
fairly,6,Medium
fairy,5,Easy
faith,5,Easy
fallen,6,Medium
falling,7,Medium
falls,5,Easy
false,5,Easy
familiar,8,Medium
families,8,Medium
family,6,Medium
famous,6,Medium
fancy,5,Easy
fantastic,9,Hard
fantasy,7,Medium
fares,5,Easy
farmer,6,Medium
farmers,7,Medium
farming,7,Medium
farms,5,Easy
fascinating,11,Hard
fashion,7,Medium
faster,6,Medium
fastest,7,Medium
fatal,5,Easy
father,6,Medium
fathers,7,Medium
fatty,5,Easy
fault,5,Easy
favor,5,Easy
favorite,8,Medium
favorites,9,Hard
favors,6,Medium
favour,6,Medium
favourite,9,Hard
favourites,10,Hard
fears,5,Easy
feature,7,Medium
featured,8,Medium
features,8,Medium
featuring,9,Hard
february,8,Medium
federal,7,Medium
federation,10,Hard
feedback,8,Medium
feeding,7,Medium
feeds,5,Easy
feeling,7,Medium
feelings,8,Medium
feels,5,Easy
fellow,6,Medium
fellowship,10,Hard
female,6,Medium
females,7,Medium
fence,5,Easy
ferrari,7,Medium
ferry,5,Easy
festival,8,Medium
festivals,9,Hard
fetish,6,Medium
fever,5,Easy
fewer,5,Easy
fiber,5,Easy
fibre,5,Easy
fiction,7,Medium
field,5,Easy
fields,6,Medium
fifteen,7,Medium
fifth,5,Easy
fifty,5,Easy
fight,5,Easy
fighter,7,Medium
fighters,8,Medium
fighting,8,Medium
figure,6,Medium
figured,7,Medium
figures,7,Medium
filed,5,Easy
filename,8,Medium
files,5,Easy
filing,6,Medium
filled,6,Medium
filling,7,Medium
filme,5,Easy
films,5,Easy
filter,6,Medium
filtering,9,Hard
filters,7,Medium
final,5,Easy
finally,7,Medium
finals,6,Medium
finance,7,Medium
finances,8,Medium
financial,9,Hard
financing,9,Hard
findarticles,12,Hard
finder,6,Medium
finding,7,Medium
findings,8,Medium
findlaw,7,Medium
finds,5,Easy
finest,6,Medium
finger,6,Medium
fingering,9,Hard
fingers,7,Medium
finish,6,Medium
finished,8,Medium
finishing,9,Hard
finite,6,Medium
finland,7,Medium
finnish,7,Medium
fioricet,8,Medium
fired,5,Easy
firefox,7,Medium
fireplace,9,Hard
fires,5,Easy
firewall,8,Medium
firewire,8,Medium
firms,5,Easy
firmware,8,Medium
first,5,Easy
fiscal,6,Medium
fisher,6,Medium
fisheries,9,Hard
fishing,7,Medium
fisting,7,Medium
fitness,7,Medium
fitted,6,Medium
fitting,7,Medium
fixed,5,Easy
fixes,5,Easy
fixtures,8,Medium
flags,5,Easy
flame,5,Easy
flash,5,Easy
flashers,8,Medium
flashing,8,Medium
flavor,6,Medium
fleece,6,Medium
fleet,5,Easy
flesh,5,Easy
flexibility,11,Hard
flexible,8,Medium
flickr,6,Medium
flight,6,Medium
flights,7,Medium
float,5,Easy
floating,8,Medium
flood,5,Easy
floor,5,Easy
flooring,8,Medium
floors,6,Medium
floppy,6,Medium
floral,6,Medium
florence,8,Medium
florida,7,Medium
florist,7,Medium
florists,8,Medium
flour,5,Easy
flower,6,Medium
flowers,7,Medium
flows,5,Easy
floyd,5,Easy
fluid,5,Easy
flush,5,Easy
flyer,5,Easy
flying,6,Medium
focal,5,Easy
